Car,temp,pH,EC,TDS,GROUP
53,25,8.1,301,1.3,3
67,16.3,8,1710,12,3
65,26.2,8.4,1700,7.4,3
66,30.6,8.4,1810,6.1,3
65,28,8.3,1580,7.8,3
67,14.6,8.2,2720,7.7,3
65,25.3,11,3120,5.8,3
56,31.5,8.8,4000,4.2,3
62,27.9,8.8,4920,4.7,3
67,13.9,9,5120,7.3,3
60,34.1,8.7,2130,5.5,3
66,19.8,8.6,2700,10,3
60,12.1,7.4,2810,7.5,3
64,26.4,8.7,362,4.6,3
59,30.6,8.8,330,2.6,3
69,28.2,8.9,657,11,3
60,15.5,7.3,488,5.6,3
65,24.7,8.8,456,4.3,3
67,33.9,9.6,336,8.8,3
66,28,9.2,349,6.6,3
67,15.1,8.8,375,15,3
69,25.9,9,338,10,3
69,20.3,8.8,408,15,3
61,13.2,7.7,420,19,3
70,16.6,9.1,499,9.7,3
52,27.1,8.8,307,3.9,3
53,25,8.4,406,2.9,3
51,27.6,8.8,310,3.1,3
51,24.4,8.4,396,1.9,3
52,23.5,8.6,466,1.8,3
58,24.8,8.1,252,7.9,3
54,33.5,8.8,242,6.2,3
51,26.1,8.9,231,2.1,3
56,16.9,7.5,232,12,3
56,28.5,8.6,238,4.4,3
54,32.7,8.3,265,3.1,3
59,26.2,8.6,217,4.9,3
55,33.4,9,215,2.9,3
51,26.5,9.1,208,3,3
51,18,8,264,3.7,3
57,27.9,8.7,220,4,3
53,32.4,8.7,256,3.1,3
57,25.8,8.8,390,4,3
53,28.5,7.5,235,2.9,3
59,25.9,8.8,186,4.9,3
55,33,9,217,2.9,3
52,26.2,9.2,207,2.5,3
53,28.1,8.6,219,3.2,3
52,32.8,8.7,255,2.7,3
54,26.3,8.8,310,4,3
55,27.5,7.8,231,2.5,3
51,31.8,8.1,252,2.2,3
52.45,22,8.237,96.78,51.75,3
58.6,22,8,108.17728,60,3
47.38,22,7.37,87.52,4.6,2
